index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
61|anger||||||['emotion', 'liwc']|body|956.0|9190.0|0.10402611534276388|0.18844864971417305||||
62|anger||||||['emotion', 'liwc']|health|388.0|5690.0|0.06818980667838313|0.12767357683448505||||
63|anger||||||['emotion', 'liwc']|sexual|752.0|6918.0|0.10870193697600462|0.19608865710560625||||
64|anger||||||['emotion', 'liwc']|ingest|1434.0|12332.0|0.11628284138825819|0.20833938689524917||||
65|anger||||||['emotion', 'liwc']|relativ|2697.0|19882.0|0.13565033698823056|0.2388945480313566||||
66|anger||||||['emotion', 'liwc']|motion|2555.0|19001.0|0.1344666070206831|0.2370569678975691||||
67|anger||||||['emotion', 'liwc']|space|2025.0|15870.0|0.1275992438563327|0.22632020117351215||||
68|anger||||||['emotion', 'liwc']|time|1789.0|13815.0|0.12949692363373144|0.22930017944116893||||
69|anger||||||['emotion', 'liwc']|work|638.0|7335.0|0.08698023176550784|0.16004013545716797||||
70|anger||||||['emotion', 'liwc']|achieve|790.0|7788.0|0.10143810991268619|0.18419211937514574||||
71|anger||||||['emotion', 'liwc']|leisure|540.0|6229.0|0.08669128270990528|0.15955089378046977||||
72|anger||||||['emotion', 'liwc']|home|169.0|4029.0|0.041945892280963015|0.08051453072891852||||
73|anger||||||['emotion', 'liwc']|money|780.0|7768.0|0.1004119464469619|0.18249883013570425||||
74|anger||||||['emotion', 'liwc']|relig|192.0|4665.0|0.041157556270096464|0.07906114885731932||||
75|anger||||||['emotion', 'liwc']|death|81.0|3207.0|0.025257249766136577|0.04927007299270073||||
76|anger||||||['emotion', 'liwc']|assent|246.0|4343.0|0.05664287358968455|0.10721290041403357||||
77|anger||||||['emotion', 'liwc']|nonfl|885.0|8355.0|0.1059245960502693|0.19155844155844157||||
78|anger||||||['emotion', 'liwc']|filler|110.0|3347.0|0.03286525246489393|0.06363899334683251||||
79|fear||||||['emotion', 'liwc']|negate|627.0|7302.0|0.08586688578471652|0.15815361331819902||||
80|fear||||||['emotion', 'liwc']|social|2332.0|19838.0|0.11755217259804415|0.2103743797925124||||
81|fear||||||['emotion', 'liwc']|family|97.0|3156.0|0.03073510773130545|0.05963725791577006||||
82|fear||||||['emotion', 'liwc']|friend|123.0|3491.0|0.03523345746204526|0.06806862202545656||||
83|fear||||||['emotion', 'liwc']|humans|1789.0|15695.0|0.11398534565148136|0.20464424616792493||||
84|fear||||||['emotion', 'liwc']|affect|2311.0|19151.0|0.1206725497363062|0.21535737582704317||||
85|fear||||||['emotion', 'liwc']|posemo|1272.0|14940.0|0.08514056224899598|0.15692079940784603||||
86|fear||||||['emotion', 'liwc']|negemo|2253.0|13492.0|0.1669878446486807|0.2861860908224833||||
87|fear||||||['emotion', 'liwc']|anx|1838.0|6363.0|0.28885745717428885|0.4482380197536886||||
88|fear||||||['emotion', 'liwc']|anger|704.0|7172.0|0.09815950920245399|0.17877094972067037||||
89|fear||||||['emotion', 'liwc']|sad|602.0|7765.0|0.07752736638763683|0.14389864945619696||||
90|fear||||||['emotion', 'liwc']|cogmech|2369.0|19983.0|0.11855076815292999|0.21197208303507514||||
91|fear||||||['emotion', 'liwc']|insight|2218.0|19232.0|0.11532861896838602|0.2068065268065268||||
92|fear||||||['emotion', 'liwc']|cause|1118.0|10605.0|0.10542197076850542|0.19073615968608718||||
93|fear||||||['emotion', 'liwc']|discrep|2185.0|19069.0|0.11458387959515444|0.20560835607415076||||
94|fear||||||['emotion', 'liwc']|tentat|1844.0|15808.0|0.1166497975708502|0.20892816677996826||||
95|fear||||||['emotion', 'liwc']|certain|551.0|6748.0|0.08165382335506817|0.15097958624469107||||
96|fear||||||['emotion', 'liwc']|inhib|1061.0|10263.0|0.10338107765760499|0.1873896149770399||||
97|fear||||||['emotion', 'liwc']|incl|2004.0|17165.0|0.1167491989513545|0.20908758933695026||||
98|fear||||||['emotion', 'liwc']|excl|1613.0|14664.0|0.10999727223131478|0.19819377035080174||||
99|fear||||||['emotion', 'liwc']|percept|2162.0|18596.0|0.11626156162615617|0.2083052317178919||||
100|fear||||||['emotion', 'liwc']|see|378.0|5064.0|0.07464454976303317|0.1389195148842337||||
101|fear||||||['emotion', 'liwc']|hear|408.0|5271.0|0.07740466704610131|0.14368726888536715||||
102|fear||||||['emotion', 'liwc']|feel|2014.0|17514.0|0.11499371931026607|0.20626792298238425||||
103|fear||||||['emotion', 'liwc']|bio|1413.0|13127.0|0.10764074045859678|0.19436038514442916||||
104|fear||||||['emotion', 'liwc']|body|888.0|8922.0|0.09952925353059852|0.18103975535168196||||
105|fear||||||['emotion', 'liwc']|health|359.0|5383.0|0.06669143600222924|0.12504353883664227||||
106|fear||||||['emotion', 'liwc']|sexual|552.0|6782.0|0.08139191978767325|0.15053176983910552||||
107|fear||||||['emotion', 'liwc']|ingest|1331.0|12099.0|0.11000909166046781|0.19821295606850334||||
108|fear||||||['emotion', 'liwc']|relativ|2353.0|19890.0|0.11830065359477124|0.21157218001168906||||
109|fear||||||['emotion', 'liwc']|motion|2224.0|18996.0|0.11707727942724784|0.20961357210179074||||
110|fear||||||['emotion', 'liwc']|space|1851.0|15708.0|0.11783804430863254|0.21083205193917645||||
111|fear||||||['emotion', 'liwc']|time|1535.0|13733.0|0.11177455763489405|0.2010741419963322||||
112|fear||||||['emotion', 'liwc']|work|607.0|7030.0|0.08634423897581792|0.15896294356422677||||
113|fear||||||['emotion', 'liwc']|achieve|688.0|7554.0|0.0910775747948107|0.16694976947342877||||
114|fear||||||['emotion', 'liwc']|leisure|441.0|5992.0|0.07359813084112149|0.1371055495103373||||
115|fear||||||['emotion', 'liwc']|home|165.0|3697.0|0.04463078171490398|0.08544795442775763||||
116|fear||||||['emotion', 'liwc']|money|647.0|7565.0|0.08552544613350958|0.1575742815392109||||
117|fear||||||['emotion', 'liwc']|relig|159.0|4362.0|0.03645116918844567|0.07033842070338421||||
118|fear||||||['emotion', 'liwc']|death|54.0|2898.0|0.018633540372670808|0.03658536585365854||||
119|fear||||||['emotion', 'liwc']|assent|189.0|4064.0|0.046505905511811024|0.08887843874911826||||
120|fear||||||['emotion', 'liwc']|nonfl|772.0|8132.0|0.09493359567142154|0.1734052111410602||||
121|fear||||||['emotion', 'liwc']|filler|104.0|3017.0|0.03447132913490222|0.06664530599166935||||
122|joy||||||['emotion', 'liwc']|negate|1723.0|10594.0|0.1626392297526902|0.2797759194609077||||
123|joy||||||['emotion', 'liwc']|social|6694.0|19864.0|0.3369915424889247|0.5041042247157166||||
124|joy||||||['emotion', 'liwc']|family|282.0|7359.0|0.038320423970648186|0.07381232822928935||||
125|joy||||||['emotion', 'liwc']|friend|420.0|7582.0|0.05539435505143762|0.1049737565608598||||
126|joy||||||['emotion', 'liwc']|humans|4957.0|16915.0|0.29305350280815845|0.4532735918068764||||
127|joy||||||['emotion', 'liwc']|affect|6417.0|19433.0|0.3302114959090207|0.49647969052224367||||
128|joy||||||['emotion', 'liwc']|posemo|6185.0|14415.0|0.4290669441553937|0.600485436893204||||
129|joy||||||['emotion', 'liwc']|negemo|2375.0|17758.0|0.13374253857416377|0.23593105846123283||||
130|joy||||||['emotion', 'liwc']|anx|740.0|11849.0|0.06245252763946325|0.1175629517833029||||
131|joy||||||['emotion', 'liwc']|anger|854.0|11410.0|0.07484662576687116|0.13926940639269406||||
132|joy||||||['emotion', 'liwc']|sad|1005.0|11750.0|0.08553191489361703|0.15758526068208545||||
133|joy||||||['emotion', 'liwc']|cogmech|6758.0|19982.0|0.33820438394555097|0.5054599850411368||||
134|joy||||||['emotion', 'liwc']|insight|6466.0|19372.0|0.33378071443320256|0.5005031349175633||||
135|joy||||||['emotion', 'liwc']|cause|3160.0|12951.0|0.24399660257895142|0.39227856743839606||||
136|joy||||||['emotion', 'liwc']|discrep|6415.0|19227.0|0.3336453944973215|0.5003509866625069||||
137|joy||||||['emotion', 'liwc']|tentat|5165.0|16875.0|0.30607407407407405|0.46869328493647905||||
138|joy||||||['emotion', 'liwc']|certain|1719.0|9968.0|0.17245184590690207|0.29417301274920854||||
139|joy||||||['emotion', 'liwc']|inhib|3223.0|12489.0|0.2580670990471615|0.41025967413441955||||
140|joy||||||['emotion', 'liwc']|incl|5749.0|17808.0|0.32283243486073676|0.48809271129600545||||
141|joy||||||['emotion', 'liwc']|excl|4692.0|15973.0|0.29374569586176674|0.45410113718848294||||
142|joy||||||['emotion', 'liwc']|percept|6165.0|18981.0|0.32479848269321954|0.490336435218325||||
143|joy||||||['emotion', 'liwc']|see|1054.0|8776.0|0.12010027347310848|0.21444557477110884||||
144|joy||||||['emotion', 'liwc']|hear|1036.0|9031.0|0.11471597829697708|0.20582099930465877||||
145|joy||||||['emotion', 'liwc']|feel|5766.0|18150.0|0.3176859504132231|0.4821876567987957||||
146|joy||||||['emotion', 'liwc']|bio|4019.0|14909.0|0.26956871688242|0.42466187658495347||||
147|joy||||||['emotion', 'liwc']|body|2567.0|11631.0|0.2207032929240822|0.3616002253838569||||
148|joy||||||['emotion', 'liwc']|health|921.0|9209.0|0.10001085894233902|0.18183613030602172||||
149|joy||||||['emotion', 'liwc']|sexual|1524.0|10198.0|0.149441066875858|0.26002388670875276||||
150|joy||||||['emotion', 'liwc']|ingest|3779.0|14039.0|0.26917871643279434|0.4241777977326299||||
151|joy||||||['emotion', 'liwc']|relativ|6719.0|19912.0|0.3374347127360386|0.5045999023694191||||
152|joy||||||['emotion', 'liwc']|motion|6364.0|19244.0|0.3307004780710871|0.4970321774445486||||
153|joy||||||['emotion', 'liwc']|space|5286.0|16661.0|0.3172678710761659|0.4817059279172552||||
154|joy||||||['emotion', 'liwc']|time|4464.0|15192.0|0.2938388625592417|0.4542124542124542||||
155|joy||||||['emotion', 'liwc']|work|2133.0|9892.0|0.2156287909421755|0.35476091476091476||||
156|joy||||||['emotion', 'liwc']|achieve|2142.0|10488.0|0.204233409610984|0.33919239904988124||||
157|joy||||||['emotion', 'liwc']|leisure|1492.0|9329.0|0.15993139671990567|0.2757600961094169||||
158|joy||||||['emotion', 'liwc']|home|545.0|7705.0|0.07073329007138222|0.13212121212121214||||
159|joy||||||['emotion', 'liwc']|money|2179.0|10421.0|0.20909701564149313|0.3458730158730159||||
160|joy||||||['emotion', 'liwc']|relig|970.0|7939.0|0.12218163496662048|0.21775732405432707||||
161|joy||||||['emotion', 'liwc']|death|138.0|7202.0|0.019161344071091362|0.03760217983651226||||
162|joy||||||['emotion', 'liwc']|assent|647.0|7994.0|0.08093570177633225|0.14975118620530029||||
163|joy||||||['emotion', 'liwc']|nonfl|2316.0|10976.0|0.21100583090379008|0.34848028889557625||||
164|joy||||||['emotion', 'liwc']|filler|198.0|7311.0|0.02708247845711941|0.05273671594087096||||
165|love||||||['emotion', 'liwc']|negate|460.0|6737.0|0.06827964969571025|0.12783104071140752||||
166|love||||||['emotion', 'liwc']|social|1635.0|19803.0|0.08256324799272838|0.15253288553036665||||
167|love||||||['emotion', 'liwc']|family|96.0|2425.0|0.03958762886597938|0.07616025386751289||||
168|love||||||['emotion', 'liwc']|friend|162.0|2720.0|0.05955882352941176|0.11242192921582234||||
169|love||||||['emotion', 'liwc']|humans|1331.0|15421.0|0.0863108747811426|0.15890639923591215||||
170|love||||||['emotion', 'liwc']|affect|1525.0|19205.0|0.07940640458214007|0.14712976362759286||||
171|love||||||['emotion', 'liwc']|posemo|1430.0|14050.0|0.10177935943060498|0.1847545219638243||||
172|love||||||['emotion', 'liwc']|negemo|621.0|14392.0|0.043148971650917176|0.08272830213814693||||
173|love||||||['emotion', 'liwc']|anx|201.0|7268.0|0.027655476059438636|0.05382246619360021||||
174|love||||||['emotion', 'liwc']|anger|215.0|6929.0|0.03102900851493722|0.060190369540873465||||
175|love||||||['emotion', 'liwc']|sad|280.0|7355.0|0.038069340584636305|0.07334643091028159||||
176|love||||||['emotion', 'liwc']|cogmech|1640.0|19980.0|0.08208208208208208|0.1517113783533765||||
177|love||||||['emotion', 'liwc']|insight|1582.0|19136.0|0.08267140468227424|0.15271744376870353||||
178|love||||||['emotion', 'liwc']|cause|791.0|10200.0|0.07754901960784313|0.14393594759348557||||
179|love||||||['emotion', 'liwc']|discrep|1560.0|18962.0|0.08226980276342158|0.15203196569535132||||
180|love||||||['emotion', 'liwc']|tentat|1303.0|15617.0|0.08343471857591087|0.15401891252955083||||
181|love||||||['emotion', 'liwc']|certain|439.0|6128.0|0.07163838120104439|0.13369879701537993||||
182|love||||||['emotion', 'liwc']|inhib|734.0|9858.0|0.07445729356867518|0.138595166163142||||
183|love||||||['emotion', 'liwc']|incl|1422.0|17015.0|0.08357331766088745|0.15425503064489884||||
184|love||||||['emotion', 'liwc']|excl|1211.0|14334.0|0.08448444258406586|0.15580572531360568||||
185|love||||||['emotion', 'liwc']|percept|1532.0|18494.0|0.08283767708445983|0.1530010985718566||||
186|love||||||['emotion', 'liwc']|see|305.0|4405.0|0.06923950056753689|0.12951167728237792||||
187|love||||||['emotion', 'liwc']|hear|299.0|4648.0|0.06432874354561102|0.12088134222761271||||
188|love||||||['emotion', 'liwc']|feel|1421.0|17375.0|0.0817841726618705|0.15120238348584805||||
189|love||||||['emotion', 'liwc']|bio|1122.0|12686.0|0.0884439539650008|0.16251448435689456||||
190|love||||||['emotion', 'liwc']|body|703.0|8375.0|0.0839402985074627|0.15487992949988985||||
191|love||||||['emotion', 'liwc']|health|274.0|4736.0|0.05785472972972973|0.10938123752495009||||
192|love||||||['emotion', 'liwc']|sexual|527.0|6075.0|0.08674897119341564|0.1596485913359588||||
193|love||||||['emotion', 'liwc']|ingest|948.0|11750.0|0.08068085106382979|0.14931485273271383||||
194|love||||||['emotion', 'liwc']|relativ|1629.0|19882.0|0.08193340710190122|0.15145739389149737||||
195|love||||||['emotion', 'liwc']|motion|1538.0|18950.0|0.08116094986807387|0.15013666536509176||||
196|love||||||['emotion', 'liwc']|space|1285.0|15542.0|0.08267919186719856|0.15273073037380402||||
197|love||||||['emotion', 'liwc']|time|1058.0|13478.0|0.07849829351535836|0.14556962025316456||||
198|love||||||['emotion', 'liwc']|work|396.0|6509.0|0.0608388385312644|0.11469949312092687||||
199|love||||||['emotion', 'liwc']|achieve|475.0|7035.0|0.06751954513148543|0.12649800266311587||||
200|love||||||['emotion', 'liwc']|leisure|327.0|5374.0|0.060848529959062155|0.1147167163655499||||
201|love||||||['emotion', 'liwc']|home|121.0|3009.0|0.04021269524759056|0.07731629392971245||||
202|love||||||['emotion', 'liwc']|money|476.0|7004.0|0.06796116504854369|0.12727272727272726||||
203|love||||||['emotion', 'liwc']|relig|315.0|3474.0|0.09067357512953368|0.166270783847981||||
204|love||||||['emotion', 'liwc']|death|37.0|2183.0|0.01694915254237288|0.03333333333333333||||
205|love||||||['emotion', 'liwc']|assent|173.0|3348.0|0.0516726403823178|0.09826753763135473||||
206|love||||||['emotion', 'liwc']|nonfl|605.0|7567.0|0.07995242500330382|0.14806656877141458||||
207|love||||||['emotion', 'liwc']|filler|57.0|2332.0|0.02444253859348199|0.047718710757639185||||
208|sadness||||||['emotion', 'liwc']|negate|1726.0|9627.0|0.17928742079567883|0.3040606007222761||||
209|sadness||||||['emotion', 'liwc']|social|5745.0|19849.0|0.2894352360320419|0.4489333437524419||||
210|sadness||||||['emotion', 'liwc']|family|261.0|6416.0|0.04067955112219451|0.07817882282462184||||
211|sadness||||||['emotion', 'liwc']|friend|348.0|6690.0|0.05201793721973094|0.0988917306052856||||
212|sadness||||||['emotion', 'liwc']|humans|4462.0|16446.0|0.271312173172808|0.4268222689879472||||
213|sadness||||||['emotion', 'liwc']|affect|5577.0|19309.0|0.28882904345124033|0.4482038093707305||||
214|sadness||||||['emotion', 'liwc']|posemo|2965.0|16671.0|0.17785375802291403|0.30199633326543085||||
215|sadness||||||['emotion', 'liwc']|negemo|5227.0|13942.0|0.37491034284894564|0.5453596953414368||||
216|sadness||||||['emotion', 'liwc']|anx|1771.0|9854.0|0.17972396996143697|0.30468817204301074||||
217|sadness||||||['emotion', 'liwc']|anger|2011.0|9289.0|0.21649262568629563|0.35592920353982305||||
218|sadness||||||['emotion', 'liwc']|sad|3175.0|8616.0|0.3685004642525534|0.5385463489101857||||
219|sadness||||||['emotion', 'liwc']|cogmech|5792.0|19984.0|0.2898318654923939|0.44941030415890754||||
220|sadness||||||['emotion', 'liwc']|insight|5556.0|19318.0|0.28760741277564966|0.4467315268955536||||
221|sadness||||||['emotion', 'liwc']|cause|2620.0|12527.0|0.20914823980202762|0.34594309104113025||||
222|sadness||||||['emotion', 'liwc']|discrep|5513.0|19165.0|0.28765979650404383|0.4467947159413243||||
223|sadness||||||['emotion', 'liwc']|tentat|4355.0|16721.0|0.2604509299683033|0.4132662744353767||||
224|sadness||||||['emotion', 'liwc']|certain|1345.0|9378.0|0.1434207720196204|0.25086263172619605||||
225|sadness||||||['emotion', 'liwc']|inhib|2479.0|12269.0|0.20205395712772026|0.3361811771087605||||
226|sadness||||||['emotion', 'liwc']|incl|4740.0|17853.0|0.2655015963703579|0.4195989908378701||||
227|sadness||||||['emotion', 'liwc']|excl|3978.0|15723.0|0.25300515168860904|0.4038373686614892||||
228|sadness||||||['emotion', 'liwc']|percept|5397.0|18785.0|0.2873036997604472|0.4463650649243239||||
229|sadness||||||['emotion', 'liwc']|see|780.0|8086.0|0.09646302250803858|0.17595307917888564||||
230|sadness||||||['emotion', 'liwc']|hear|943.0|8160.0|0.11556372549019608|0.20718444468856423||||
231|sadness||||||['emotion', 'liwc']|feel|5058.0|17894.0|0.2826645803062479|0.44074590449634016||||
232|sadness||||||['emotion', 'liwc']|bio|3582.0|14382.0|0.2490613266583229|0.39879759519038077||||
233|sadness||||||['emotion', 'liwc']|body|2074.0|11160.0|0.18584229390681004|0.31343509143116216||||
234|sadness||||||['emotion', 'liwc']|health|1323.0|7843.0|0.1686854519954099|0.28867554003927554||||
235|sadness||||||['emotion', 'liwc']|sexual|1400.0|9358.0|0.14960461637101946|0.2602714259155977||||
236|sadness||||||['emotion', 'liwc']|ingest|3158.0|13696.0|0.23057827102803738|0.374747834341996||||
237|sadness||||||['emotion', 'liwc']|relativ|5757.0|19910.0|0.2891511803114013|0.4485915767327697||||
238|sadness||||||['emotion', 'liwc']|motion|5488.0|19156.0|0.2864898726247651|0.44538224314234703||||
239|sadness||||||['emotion', 'liwc']|space|4127.0|16856.0|0.24483863312766968|0.39336605823762094||||
240|sadness||||||['emotion', 'liwc']|time|3577.0|15115.0|0.23665233212041017|0.3827305799272416||||
241|sadness||||||['emotion', 'liwc']|work|1302.0|9759.0|0.1334153089455887|0.23542175210197994||||
242|sadness||||||['emotion', 'liwc']|achieve|1584.0|10082.0|0.1571116841896449|0.27155837476427225||||
243|sadness||||||['emotion', 'liwc']|leisure|1091.0|8766.0|0.1244581336983801|0.2213655270366237||||
244|sadness||||||['emotion', 'liwc']|home|436.0|6850.0|0.06364963503649634|0.11968158111446608||||
245|sadness||||||['emotion', 'liwc']|money|1554.0|10082.0|0.15413608411029558|0.2671020969405294||||
246|sadness||||||['emotion', 'liwc']|relig|461.0|7484.0|0.06159807589524319|0.11604782882315921||||
247|sadness||||||['emotion', 'liwc']|death|250.0|6126.0|0.04080966372837088|0.07841907151819323||||
248|sadness||||||['emotion', 'liwc']|assent|555.0|7122.0|0.07792754844144903|0.1445877295818679||||
249|sadness||||||['emotion', 'liwc']|nonfl|1691.0|10637.0|0.15897339475416|0.2743348475016223||||
250|sadness||||||['emotion', 'liwc']|filler|258.0|6287.0|0.041037060601240655|0.07883880825057295||||
251|surprise||||||['emotion', 'liwc']|negate|180.0|6095.0|0.029532403609515995|0.05737051792828685||||
252|surprise||||||['emotion', 'liwc']|social|715.0|19801.0|0.036109287409726784|0.06970169623708325||||
253|surprise||||||['emotion', 'liwc']|family|32.0|1567.0|0.0204211869814933|0.04002501563477174||||
254|surprise||||||['emotion', 'liwc']|friend|28.0|1932.0|0.014492753623188406|0.02857142857142857||||
255|surprise||||||['emotion', 'liwc']|humans|524.0|15306.0|0.034234940546191035|0.06620341124447252||||
256|surprise||||||['emotion', 'liwc']|affect|673.0|19135.0|0.03517115233864646|0.06795234248788369||||
257|surprise||||||['emotion', 'liwc']|posemo|551.0|14007.0|0.039337474120082816|0.07569721115537847||||
258|surprise||||||['emotion', 'liwc']|negemo|478.0|13613.0|0.0351134944538309|0.0678447235824285||||
259|surprise||||||['emotion', 'liwc']|anx|342.0|6205.0|0.05511684125705076|0.10447533221322741||||
260|surprise||||||['emotion', 'liwc']|anger|79.0|6143.0|0.01286016604265017|0.02539376406300225||||
261|surprise||||||['emotion', 'liwc']|sad|129.0|6584.0|0.01959295261239368|0.038432891404737074||||
262|surprise||||||['emotion', 'liwc']|cogmech|718.0|19980.0|0.035935935935935935|0.06937868393081457||||
